ï»¿num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorolÃ³gico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga;__origen__;__descarga__
2025S042257;12/04/2025;13:45:00;CALL. DOCTOR VALLEJO, 9;9;15;CIUDAD LINEAL;Choque contra obstÃ¡culo fijo;Despejado;Turismo;Conductor;De 35 a 39 aÃ±os;Mujer;;;445411.0;4476422.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S081131;12/07/2025;13:45:00;CALL. GENERAL RICARDOS / CALL. CASTRO DE ORO;152;11;CARABANCHEL;Otro;;Turismo;Conductor;De 35 a 39 aÃ±os;Hombre;;;438031.0;4471259.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S056036;13/05/2025;13:45:00;PLAZA. INDEPENDENCIA / CALL. SALUSTIANO OLOZAGA;1;4;SALAMANCA;ColisiÃ³n lateral;Despejado;Todo terreno;Conductor;De 45 a 49 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441508.0;4474640.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S056036;13/05/2025;13:45:00;PLAZA. INDEPENDENCIA / CALL. SALUSTIANO OLOZAGA;1;4;SALAMANCA;ColisiÃ³n lateral;Despejado;AutobÃºs;Conductor;De 45 a 49 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441508.0;4474640.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S069929;13/06/2025;13:45:00;CALL. BUSTAMANTE, 35;35;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441684.0;4472439.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S069929;13/06/2025;13:45:00;CALL. BUSTAMANTE, 35;35;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441684.0;4472439.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S069929;13/06/2025;13:45:00;CALL. BUSTAMANTE, 35;35;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441684.0;4472439.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S081425;13/07/2025;13:45:00;AVDA. PABLO IGLESIAS / AVDA. DOCTOR FEDERICO RUBIO Y GALI;60;6;TETUÃN;Choque contra obstÃ¡culo fijo;Despejado;Turismo;Conductor;De 60 a 64 aÃ±os;Mujer;;;439681.0;4478148.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S081425;13/07/2025;13:45:00;AVDA. PABLO IGLESIAS / AVDA. DOCTOR FEDERICO RUBIO Y GALI;60;6;TETUÃN;Choque contra obstÃ¡culo fijo;Despejado;Turismo;Conductor;MÃ¡s de 74 aÃ±os;Hombre;;;439681.0;4478148.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004081;14/01/2025;13:45:00;CALL. EDUARDO BARREIROS / CALL. SALVADOR MARTINEZ;21;12;USERA;CaÃ­da;Despejado;Turismo;Conductor;MÃ¡s de 74 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;440843.0;4468756.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004081;14/01/2025;13:45:00;CALL. EDUARDO BARREIROS / CALL. SALVADOR MARTINEZ;21;12;USERA;CaÃ­da;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 aÃ±os;Hombre;2.0;Ingreso inferior o igual a 24 horas;440843.0;4468756.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S056537;14/05/2025;13:45:00;AUTOV. M-30, 08NC40;08NC40;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 60 a 64 aÃ±os;Hombre;;;443782.0;4473663.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S056537;14/05/2025;13:45:00;AUTOV. M-30, 08NC40;08NC40;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 aÃ±os;Mujer;;;443782.0;4473663.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S056537;14/05/2025;13:45:00;AUTOV. M-30, 08NC40;08NC40;3;RETIRO;Alcance;Despejado;Furgoneta;Conductor;De 50 a 54 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;443782.0;4473663.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S070488;14/06/2025;13:45:00;CALL. FERNANDO POO / CALL. DIVINO VALLES;5;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;PeatÃ³n;De 70 a 74 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;440604.0;4472005.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S070488;14/06/2025;13:45:00;CALL. FERNANDO POO / CALL. DIVINO VALLES;5;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;440604.0;4472005.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004531;15/01/2025;13:45:00;CALL. CARTAGENA, 65;65;4;SALAMANCA;Otro;Despejado;VehÃ­culo articulado;Conductor;De 35 a 39 aÃ±os;Hombre;5.0;Asistencia sanitaria ambulatoria con posterioridad;443135.0;4476459.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004531;15/01/2025;13:45:00;CALL. CARTAGENA, 65;65;4;SALAMANCA;Otro;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;443135.0;4476459.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004531;15/01/2025;13:45:00;CALL. CARTAGENA, 65;65;4;SALAMANCA;Otro;Despejado;Turismo;Conductor;De 25 a 29 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;443135.0;4476459.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004528;15/01/2025;13:45:00;CALL. MINERVA / CALL. VILLABLANCA;13;19;VICÃLVARO;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;449305.0;4472840.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S004528;15/01/2025;13:45:00;CALL. MINERVA / CALL. VILLABLANCA;13;19;VICÃLVARO;ColisiÃ³n fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 aÃ±os;Hombre;5.0;Asistencia sanitaria ambulatoria con posterioridad;449305.0;4472840.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S042967;15/04/2025;13:45:00;CALL. CORREGIDOR DIEGO DE VALDERRABANO / CALL. ALCALDE LUIS MARICHALAR;25;14;MORATALAZ;Atropello a persona;Nublado;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;444166.0;4473644.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S042967;15/04/2025;13:45:00;CALL. CORREGIDOR DIEGO DE VALDERRABANO / CALL. ALCALDE LUIS MARICHALAR;25;14;MORATALAZ;Atropello a persona;Nublado;Turismo;PeatÃ³n;De 45 a 49 aÃ±os;Hombre;5.0;Asistencia sanitaria ambulatoria con posterioridad;444166.0;4473644.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S005575;17/01/2025;13:45:00;AVDA. LOS ROSALES / AVDA. ANDALUCIA;14;12;USERA;ColisiÃ³n lateral;;Furgoneta;Conductor;De 35 a 39 aÃ±os;Hombre;;;441074.0;4468877.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S005575;17/01/2025;13:45:00;AVDA. LOS ROSALES / AVDA. ANDALUCIA;14;12;USERA;ColisiÃ³n lateral;;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;;;441074.0;4468877.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S018690;17/02/2025;13:45:00;CALL. SANTA SUSANA, 55;55;16;HORTALEZA;Choque contra obstÃ¡culo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;445082.0;4481229.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S018690;17/02/2025;13:45:00;CALL. SANTA SUSANA, 55;55;16;HORTALEZA;Choque contra obstÃ¡culo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;445082.0;4481229.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S018690;17/02/2025;13:45:00;CALL. SANTA SUSANA, 55;55;16;HORTALEZA;Choque contra obstÃ¡culo fijo;;Todo terreno;Conductor;De 30 a 34 aÃ±os;Hombre;;;445082.0;4481229.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S006295;18/01/2025;13:45:00;PASEO. ACACIAS / PASEO. ESPERANZA;20;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;440049.0;4472834.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S006295;18/01/2025;13:45:00;PASEO. ACACIAS / PASEO. ESPERANZA;20;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;440049.0;4472834.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S006295;18/01/2025;13:45:00;PASEO. ACACIAS / PASEO. ESPERANZA;20;2;ARGANZUELA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;440049.0;4472834.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019018;18/02/2025;13:45:00;GTA. MALAGA, 11;11;12;USERA;Alcance;;Turismo;Conductor;De 25 a 29 aÃ±os;Hombre;;;441020.0;4469674.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019018;18/02/2025;13:45:00;GTA. MALAGA, 11;11;12;USERA;Alcance;;Turismo;Conductor;De 40 a 44 aÃ±os;Mujer;;;441020.0;4469674.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019415;18/02/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 aÃ±os;Mujer;2.0;Ingreso inferior o igual a 24 horas;436274.0;4473024.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019415;18/02/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;436274.0;4473024.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S044311;18/04/2025;13:45:00;CALL. EDUARDO BARREIROS / CALL. ALCOCER;140;17;VILLAVERDE;ColisiÃ³n lateral;Nublado;Turismo;Conductor;De 60 a 64 aÃ±os;Hombre;;;440143.0;4466888.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S044311;18/04/2025;13:45:00;CALL. EDUARDO BARREIROS / CALL. ALCOCER;140;17;VILLAVERDE;ColisiÃ³n lateral;Nublado;AutobÃºs;Conductor;De 45 a 49 aÃ±os;Hombre;;;440143.0;4466888.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019890;19/02/2025;13:45:00;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;2;13;PUENTE DE VALLECAS;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;442679.0;4471460.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S019890;19/02/2025;13:45:00;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;2;13;PUENTE DE VALLECAS;ColisiÃ³n fronto-lateral;Despejado;Cuadriciclo no ligero;Conductor;De 55 a 59 aÃ±os;Hombre;1.0;AtenciÃ³n en urgencias sin posterior ingreso;442679.0;4471460.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S059660;20/05/2025;13:45:00;CALL. ANDEVALO, 2;2;13;PUENTE DE VALLECAS;Choque contra obstÃ¡culo fijo;Despejado;CamiÃ³n rÃ­gido;Conductor;De 40 a 44 aÃ±os;Hombre;;;443232.0;4469591.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S032092;21/03/2025;13:45:00;CALL. ANTONIO VICENT / CALL. INMACULADA CONCEPCION;29;11;CARABANCHEL;ColisiÃ³n fronto-lateral;Lluvia dÃ©bil;Turismo;Conductor;De 30 a 34 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;439593.0;4471855.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S032092;21/03/2025;13:45:00;CALL. ANTONIO VICENT / CALL. INMACULADA CONCEPCION;29;11;CARABANCHEL;ColisiÃ³n fronto-lateral;Lluvia dÃ©bil;Turismo;Pasajero;De 30 a 34 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;439593.0;4471855.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S032092;21/03/2025;13:45:00;CALL. ANTONIO VICENT / CALL. INMACULADA CONCEPCION;29;11;CARABANCHEL;ColisiÃ³n fronto-lateral;Lluvia dÃ©bil;Turismo;Pasajero;Menor de 5 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;439593.0;4471855.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S032092;21/03/2025;13:45:00;CALL. ANTONIO VICENT / CALL. INMACULADA CONCEPCION;29;11;CARABANCHEL;ColisiÃ³n fronto-lateral;Lluvia dÃ©bil;Turismo;Pasajero;Menor de 5 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;439593.0;4471855.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S032092;21/03/2025;13:45:00;CALL. ANTONIO VICENT / CALL. INMACULADA CONCEPCION;29;11;CARABANCHEL;ColisiÃ³n fronto-lateral;Lluvia dÃ©bil;Motocicleta hasta 125cc;Conductor;De 18 a 20 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;439593.0;4471855.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
